State,County,Metal Level,Issuer Name,Plan ID (standard component),Plan Marketing Name,Plan Type,Premium Child,Standard Plan Cost Sharing,Medical Deductible-individual-standard,Medical Deductible-family-standard,Medical Maximum Out Of Pocket - individual - standard
NM,VALENCIA,Silver,Presbyterian Health Plan,57173NM0130009,Individual Silver Plan C,HMO, 116.91 ,,"2,500","5,000","6,350"
NM,VALENCIA,Silver,Presbyterian Health Plan,57173NM0130013,Individual Silver Plan D,HMO, 109.56 ,,"5,000","10,000","6,350"
NM,VALENCIA,Bronze,Presbyterian Health Plan,57173NM0140001,Individual Bronze Plan A,HMO, 98.67 ,,"2,500","5,000","6,350"
NM,VALENCIA,Bronze,Presbyterian Health Plan,57173NM0140002,Individual Bronze Plan B,HMO, 97.93 ,,"4,000","8,000","6,350"
NM,VALENCIA,Bronze,Presbyterian Health Plan,57173NM0140003,Individual Bronze Plan C,HMO, 92.91 ,,"6,350","12,700","6,350"
NM,VALENCIA,Catastrophic,Presbyterian Health Plan,57173NM0150001,Individual Catastrophic Plan,HMO, 66.59 ,,"6,350","12,700","6,350"
NM,VALENCIA,Gold,Blue Cross Blue Shield of New Mexico,75605NM0330001,Blue PPO Gold 001,PPO, 151.39 ,,"3,250","9,750","3,250"
NM,VALENCIA,Gold,Blue Cross Blue Shield of New Mexico,75605NM0330002,Blue PPO Gold 002,PPO, 153.72 ,,"1,500","4,500","3,500"
NM,VALENCIA,Silver,Blue Cross Blue Shield of New Mexico,75605NM0330003,Blue PPO Silver 003,PPO, 127.64 ,,"6,000","12,700","6,000"
NM,VALENCIA,Silver,Blue Cross Blue Shield of New Mexico,75605NM0330004,Blue PPO Silver 004,PPO, 130.90 ,,"3,000","9,000","6,350"
NM,VALENCIA,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0330005,Blue PPO Bronze 005,PPO, 103.91 ,,"5,000","12,700","6,250"
NM,VALENCIA,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0330006,Blue PPO Bronze 006,PPO, 103.31 ,,"6,000","12,700","6,000"
NM,VALENCIA,Catastrophic,Blue Cross Blue Shield of New Mexico,75605NM0330010,Blue Security PPO 010,PPO, 103.64 ,,"6,350","12,700","6,350"
NM,VALENCIA,Gold,Blue Cross Blue Shield of New Mexico,75605NM0350001,"BCBS Premier 1, MSP 1,000/2,750",PPO, 158.13 ,,"1,000","3,000","2,750"
NM,VALENCIA,Gold,Blue Cross Blue Shield of New Mexico,75605NM0350002,"BCBS Premier 2, MSP 500/4,000",PPO, 156.39 ,,500,"1,500","4,000"
NM,VALENCIA,Silver,Blue Cross Blue Shield of New Mexico,75605NM0350003,"BCBS Solution 3, MSP 4,500/6,350",PPO, 128.32 ,,"4,500","12,700","6,350"
NM,VALENCIA,Silver,Blue Cross Blue Shield of New Mexico,75605NM0350004,"BCBS Solution 4, MSP 6,250/6,250",PPO, 124.86 ,,"6,250","12,700","6,250"
NM,VALENCIA,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0350005,"BCBS Basic 5, MSP 3,750/6,250",PPO, 106.36 ,,"3,750","11,250","6,250"
NM,VALENCIA,Gold,Blue Cross Blue Shield of New Mexico,75605NM0370001,Blue Advantage Gold HMO 001,HMO, 126.55 ,,"3,250","9,750","3,250"
NM,VALENCIA,Gold,Blue Cross Blue Shield of New Mexico,75605NM0370002,Blue Advantage Gold HMO 002,HMO, 128.96 ,,"1,500","4,500","3,500"
NM,VALENCIA,Silver,Blue Cross Blue Shield of New Mexico,75605NM0370003,Blue Advantage Silver HMO 003,HMO, 106.06 ,,"6,000","12,700","6,000"
NM,VALENCIA,Silver,Blue Cross Blue Shield of New Mexico,75605NM0370004,Blue Advantage Silver HMO 004,HMO, 108.95 ,,"3,000","9,000","6,350"
NM,VALENCIA,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0370005,Blue Advantage Bronze HMO 005,HMO, 84.06 ,,"5,000","12,700","6,250"
NM,VALENCIA,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0370006,Blue Advantage Bronze HMO 006,HMO, 83.65 ,,"6,000","12,700","6,000"
NM,VALENCIA,Gold,Blue Cross Blue Shield of New Mexico,75605NM0390001,Blue Community Gold HMO 001,HMO, 112.96 ,,"3,250","9,750","3,250"
NM,VALENCIA,Gold,Blue Cross Blue Shield of New Mexico,75605NM0390002,Blue Community Gold HMO 002,HMO, 115.07 ,,"1,500","4,500","3,500"
NM,VALENCIA,Silver,Blue Cross Blue Shield of New Mexico,75605NM0390003,Blue Community Silver HMO 003,HMO, 93.67 ,,"6,000","12,700","6,000"
NM,VALENCIA,Silver,Blue Cross Blue Shield of New Mexico,75605NM0390004,Blue Community Silver HMO 004,HMO, 96.57 ,,"3,000","9,000","6,350"
NM,VALENCIA,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0390005,Blue Community Bronze HMO 005,HMO, 76.87 ,,"5,000","12,700","6,250"
NM,VALENCIA,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0390006,Blue Community Bronze HMO 006,HMO, 76.54 ,,"6,000","12,700","6,000"
NM,VALENCIA,Gold,New Mexico Health Connections,93091NM0010001,Care Connect Gold 750 HMO,HMO, 113.92 ,,750,"1,500","6,000"
NM,VALENCIA,Silver,New Mexico Health Connections,93091NM0010002,"Care Connect Silver 2,000 HMO",HMO, 108.34 ,,"2,000","4,000","6,350"
NM,VALENCIA,Bronze,New Mexico Health Connections,93091NM0010006,Care Connect Bronze HMO,HMO, 80.43 ,,"2,500","5,000","6,350"
NM,VALENCIA,Catastrophic,New Mexico Health Connections,93091NM0010007,Care Connect Catastrophic HMO,HMO, 71.56 ,,"6,350","12,700","6,350"
NM,VALENCIA,Silver,New Mexico Health Connections,93091NM0020001,"UNM Care Connect 2,000",HMO, 117.43 ,,"2,000","4,000","6,350"
NM,VALENCIA,Gold,New Mexico Health Connections,93091NM0030001,Choice Connect Gold  500 PPO,PPO, 133.88 ,,500,"1,000","5,000"
NM,VALENCIA,Silver,New Mexico Health Connections,93091NM0030002,"Choice Connect Silver 2,000 PPO",PPO, 119.93 ,,"2,000","4,000","6,350"
